,City,DOM,Year_Built,Beds,Sold_Price,Cost_per_sqft,Above_Grade_Finished_sqft,Lat,Lon,year,month,half_bath,full_bath
27588,Centreville,9,1996,3,620000,350.08,1771,38.8907693,-77.3482828,2021,8,1,3
27589,Burke,5,1972,5,690000,567.43,1216,38.804659,-77.27812054,2021,8,0,3
27590,Lorton,72,1949,3,765000,348.2,2197,38.676076,-77.207792,2021,10,0,2
27591,Fairfax Station,9,1984,4,1100000,299.89,3668,38.8907693,-77.3482828,2021,9,1,3
27592,Mclean,82,2014,6,2300000,407.51,5644,38.94876,-77.187359,2021,12,3,5
27593,Falls Church,3,1940,2,550000,369.13,1490,38.8907693,-77.3482828,2021,8,0,2
27595,Falls Church,141,1940,3,655000,439.6,1490,38.8907693,-77.3482828,2023,4,0,3
27597,Springfield,54,2002,4,775000,326.18,2376,38.8907693,-77.3482828,2021,10,1,3
27598,Great Falls,53,1994,5,1375000,415.66,3308,38.8907693,-77.3482828,2021,12,1,4
27599,Burke,6,1982,4,750000,413,1816,38.791861,-77.312222,2021,9,1,2
27600,Alexandria,6,1962,3,1005000,585.66,1716,38.8907693,-77.3482828,2021,8,0,2
27601,Falls Church,5,1943,4,868728,479.17,1813,38.8907693,-77.3482828,2021,8,0,2
27602,Springfield,27,1975,4,745000,341.12,2184,38.8907693,-77.3482828,2021,11,1,3
27603,Alexandria,6,1964,4,780000,357.14,2184,38.84152,-77.310084,2021,9,1,2
27604,Herndon,4,1988,4,730000,291.77,2502,38.8907693,-77.3482828,2021,8,1,3
27605,Fairfax,3,1967,5,752000,334.67,2247,38.8704905,-77.40436607,2021,8,1,2
27606,Falls Church,1,1940,3,754700,655.12,1152,38.938755,-77.394693,2021,8,1,2
27607,Oakton,1,1987,5,1050000,353.42,2971,38.8912831,-77.32251595,2021,8,1,3
27608,Oak Hill,11,1982,4,750000,369.46,2030,38.9094835,-77.38885998,2021,9,1,3
27609,Clifton,3,2004,4,1150000,250.38,4593,38.8907693,-77.3482828,2021,8,0,4
27610,Springfield,11,1975,4,668250,297.13,2249,38.8907693,-77.3482828,2021,8,0,3
27611,Vienna,5,1986,4,1572000,355.01,4428,32.7440238,-90.0331404,2021,10,2,4
27612,Alexandria,99,1980,3,590000,540.29,1092,38.8907693,-77.3482828,2021,12,0,2
27613,Alexandria,3,1962,4,732000,328.84,2226,38.8907693,-77.3482828,2021,8,1,2
27614,Fairfax Station,0,1985,5,954750,306.21,3118,38.8907693,-77.3482828,2021,7,1,3
27615,Herndon,13,1997,5,950100,341.03,2786,38.935534,-77.388633,2021,9,1,3
27616,Burke,6,1986,3,799900,389.44,2054,38.843477,-77.393337,2021,9,1,3
27617,Herndon,5,1984,3,599000,328.76,1822,43.0856488,-75.23291088,2021,8,1,2
27618,Herndon,5,1988,4,800000,333.06,2402,38.929026,-77.39338587,2021,9,1,3
27619,Vienna,4,1971,4,960000,414.15,2318,38.931957,-77.26461203,2021,9,1,2
27620,Chantilly,16,2000,6,928000,294.6,3150,38.870999,-77.430841,2021,10,1,3
27621,Alexandria,3,1995,4,1031000,349.02,2954,38.8907693,-77.3482828,2021,8,1,3
27622,Centreville,44,1967,4,537500,326.75,1645,38.8907693,-77.3482828,2021,10,0,2
27623,Vienna,20,1951,4,925000,527.97,1752,38.894607,-77.251735,2021,9,0,3
27624,Alexandria,17,1949,3,410000,610.12,672,38.8907693,-77.3482828,2021,8,0,1
27625,Falls Church,56,1954,4,800000,274.73,2912,38.937869,-77.340153,2021,10,0,4
27626,Reston,6,1972,4,852500,357.44,2385,38.920698,-77.351774,2021,8,1,2
27627,Burke,26,1979,4,780000,365.51,2134,38.794719,-77.324652,2021,9,2,2
27628,Vienna,63,1971,4,840000,368.42,2280,38.9025175,-77.29466954,2021,11,1,3
27629,Falls Church,6,1954,6,650000,601.85,1080,38.849944,-77.326154,2021,8,0,2
27630,Fairfax,5,1977,4,703000,406.83,1728,38.8907693,-77.3482828,2021,8,1,3
27631,Clifton,34,1985,3,610000,280.2,2177,38.8907693,-77.3482828,2021,9,1,2
27632,Herndon,69,1979,5,535000,441.42,1212,38.967905,-77.408286,2021,11,0,3
27633,Annandale,8,1969,5,805000,309.62,2600,38.8907693,-77.3482828,2021,8,0,4
27634,Reston,46,1987,6,1050000,277.78,3780,38.8907693,-77.3482828,2021,9,0,4
27635,Herndon,6,1982,4,590000,364.65,1618,38.8907693,-77.3482828,2021,8,1,2
27636,Springfield,7,1967,6,725000,539.43,1344,38.8907693,-77.3482828,2021,8,0,3
27637,Vienna,12,1982,5,995000,341.46,2914,38.8907693,-77.3482828,2021,9,1,3
27638,Falls Church,6,1950,4,590000,289.07,2041,38.8907693,-77.3482828,2021,8,1,1
27639,Fairfax,3,2005,4,990000,281.41,3518,38.8907693,-77.3482828,2021,9,1,4
27640,Alexandria,6,1942,3,340000,311.36,1092,38.8907693,-77.3482828,2021,8,0,2
27641,Herndon,3,1984,4,585000,318.63,1836,38.988566,-77.39394,2021,8,1,2
27642,Falls Church,54,1950,4,630000,345.77,1822,38.8907693,-77.3482828,2021,10,0,2
27643,Springfield,19,1975,4,675000,309.07,2184,38.761898,-77.268416,2021,9,1,2
27644,Mclean,4,1994,5,1850000,321.74,5750,38.8907693,-77.3482828,2021,8,1,4
27645,Springfield,22,1970,4,667500,324.98,2054,38.8907693,-77.3482828,2021,9,1,2
27646,Alexandria,11,1951,3,499999,461.25,1084,38.8907693,-77.3482828,2021,9,0,1
27647,Falls Church,0,1953,3,592500,569.71,1040,38.8907693,-77.3482828,2021,7,1,1
27649,Falls Church,13,2021,4,1652933,394.31,4192,38.8907693,-77.3482828,2022,8,1,3
27651,Falls Church,23,1964,4,825000,361.52,2282,38.8907693,-77.3482828,2021,9,0,3
27652,Herndon,5,1985,4,890000,305.63,2912,38.93009,-77.39661949,2021,9,2,2
27653,Falls Church,5,1945,4,835000,517.35,1614,38.873678,-77.17716309,2021,8,0,2
27654,Falls Church,5,1957,5,600000,465.84,1288,38.8907693,-77.3482828,2021,8,1,2
27655,Alexandria,8,1949,4,505000,413.93,1220,38.900275,-77.355645,2021,8,0,2
27656,Vienna,8,1998,5,1360000,373.63,3640,38.935831,-77.290987,2021,9,1,4
27657,Chantilly,7,1991,4,1000000,308.74,3239,38.8907693,-77.3482828,2021,8,1,2
27658,Mclean,2,1980,4,1325000,378.36,3502,38.896925,-77.330691,2021,8,1,4
27659,Alexandria,0,1972,3,635000,352,1804,38.768363,-77.110039,2021,7,1,2
27660,Chantilly,11,1994,4,1102500,333.18,3309,38.8907693,-77.3482828,2021,8,1,4
27661,Springfield,47,1965,5,690000,461.54,1495,38.769746,-77.222041,2021,11,1,2
27662,Springfield,9,1978,3,605000,581.73,1040,38.74115,-77.236446,2021,8,1,2
27663,Mclean,4,1958,4,1050000,844.05,1244,38.8907693,-77.3482828,2021,8,0,3
27664,Alexandria,5,1998,5,1085000,364.34,2978,38.8907693,-77.3482828,2021,8,1,3
27665,Alexandria,55,1982,4,1200000,308.56,3889,39.6689941,-76.3794052,2021,10,1,3
27666,Centreville,21,1975,5,563000,415.81,1354,38.8907693,-77.3482828,2021,9,0,3
27667,Herndon,8,1979,3,580500,338.29,1716,38.8907693,-77.3482828,2021,8,1,2
27668,Vienna,20,2014,5,2050000,477.41,4294,38.908833,-77.249851,2021,9,1,5
27669,Fairfax,6,1965,4,823500,534.74,1540,38.8907693,-77.3482828,2021,9,0,3
27671,Fairfax,5,1965,4,890000,577.92,1540,38.8907693,-77.3482828,2022,6,0,3
27673,Springfield,5,1986,4,800000,392.54,2038,38.8907693,-77.3482828,2021,8,1,3
27674,Falls Church,7,1958,3,760000,420.12,1809,38.942088,-76.971725,2021,8,0,3
27675,Fairfax,4,1983,3,657000,562.5,1168,38.868481,-77.23981,2021,8,0,3
27676,Vienna,23,1999,4,1220000,330,3697,38.8907693,-77.3482828,2021,9,1,4
27677,Falls Church,9,1954,3,500312,422.92,1183,38.8907693,-77.3482828,2021,9,0,1
27678,Burke,23,1983,4,799900,387.17,2066,38.760129,-77.274395,2021,9,1,2
27679,Falls Church,26,1953,3,675000,496.32,1360,38.8907693,-77.3482828,2021,8,1,2
27680,Vienna,64,1971,5,885000,494.41,1790,38.931241,-77.26516782,2021,11,1,2
27681,Great Falls,95,1979,4,950000,379.39,2504,38.8907693,-77.3482828,2021,11,2,2
27682,Lorton,8,1796,6,2250000,438.08,5136,38.658333,-77.208078,2021,9,0,5
27683,Alexandria,6,1957,3,950000,569.2,1669,38.762104,-77.053603,2021,8,1,2
27684,Annandale,20,1945,2,440000,705.13,624,38.873008,-77.389915,2021,8,0,1
27686,Annandale,3,2022,6,1395000,331.67,4206,38.873008,-77.389915,2022,12,1,5
27688,Oakton,8,1985,4,900000,281.87,3193,38.881071,-77.350129,2021,9,1,3
27689,Springfield,43,1968,4,635000,433.74,1464,38.7685025,-77.251613,2021,9,1,2
27690,Centreville,4,1989,4,746000,350.56,2128,38.8907693,-77.3482828,2021,8,1,3
27691,Falls Church,19,1982,5,999000,548.3,1822,38.8907693,-77.3482828,2021,9,1,3
27692,Vienna,79,1970,4,1010000,444.54,2272,38.9044,-77.29106,2021,12,1,3
27693,Mclean,121,1930,4,985000,393.06,2506,38.912695,-77.176808,2021,11,1,2
27694,Springfield,3,1967,4,637000,343.77,1853,38.768469,-77.234399,2021,8,1,3
27696,Alexandria,5,1967,4,1150000,365.08,3150,38.721773,-77.0454,2021,8,1,3
27697,Centreville,4,1994,4,900000,296.44,3036,38.825856,-77.462513,2021,9,1,3
27698,Oakton,11,1978,5,1152000,489.38,2354,38.884075,-77.32924251,2021,8,1,3
27699,Annandale,10,1987,5,1125000,354.33,3175,38.8907693,-77.3482828,2021,8,1,4
27700,Mclean,0,2021,4,2825000,706.25,4000,38.914065,-77.160264,2021,7,2,4
27701,Herndon,2,1997,5,1125000,257.67,4366,38.939468,-77.396704,2021,8,1,4
27702,Fairfax,15,1959,3,735000,411.07,1788,38.8310815,-77.29340748,2021,8,1,2
27703,Reston,5,1986,5,837500,346.07,2420,38.8907693,-77.3482828,2021,8,1,2
27704,Vienna,15,1972,4,1010000,373.24,2706,38.888807,-77.278354,2021,12,1,3
27705,Burke,49,1979,4,715000,391.14,1828,38.8907693,-77.3482828,2021,10,1,3
27706,Alexandria,5,1994,3,550000,339.93,1618,38.8907693,-77.3482828,2021,8,0,2
27707,Vienna,5,1984,5,960000,413.08,2324,38.887751,-77.292264,2021,8,1,3
27708,Annandale,25,1961,4,738000,538.69,1370,38.8907693,-77.3482828,2021,9,1,2
27709,Falls Church,5,1950,3,590000,357.36,1651,38.8907693,-77.3482828,2021,8,0,2
27710,Great Falls,4,1983,4,967750,387.1,2500,38.8907693,-77.3482828,2021,8,1,2
27711,Great Falls,11,1987,5,1125000,373.26,3014,38.8907693,-77.3482828,2021,8,0,4
27712,Herndon,3,1983,5,795000,452.22,1758,38.911077,-77.38773768,2021,8,1,3
27713,Springfield,4,1967,4,720000,436.36,1650,38.8907693,-77.3482828,2021,8,1,2
27714,Alexandria,2,2012,5,1124000,334.52,3360,38.8483867,-77.3147976,2021,8,1,4
27715,Alexandria,75,1965,5,710000,519.01,1368,38.8907693,-77.3482828,2021,11,0,3
27716,Burke,36,1978,5,770000,264.79,2908,38.8029765,-77.2543485,2021,8,1,2
27717,Annandale,6,1966,5,870000,438.07,1986,38.8907693,-77.3482828,2021,8,1,3
27718,Herndon,4,1960,4,500000,325.31,1537,38.8907693,-77.3482828,2021,8,0,3
27719,Herndon,31,1985,4,625000,337.47,1852,38.931031,-77.3938035,2021,9,1,3
27721,Herndon,4,1985,4,745000,402.27,1852,38.931031,-77.3938035,2023,4,1,3
27723,Mclean,65,1983,4,1080000,570.82,1892,38.8907693,-77.3482828,2021,10,1,3
27724,Chantilly,10,1969,4,524950,552.58,950,38.8907693,-77.3482828,2021,9,0,2
27725,Fairfax,1,1963,5,800000,510.86,1566,38.849471,-77.264534,2021,8,0,3
27726,Mclean,10,2015,5,1750000,450.22,3887,38.8907693,-77.3482828,2021,8,2,5
27727,Annandale,5,1948,3,649000,423.63,1532,38.891685,-77.380167,2021,8,0,2
27728,Dunn Loring,3,2001,4,1175000,372.31,3156,38.8907693,-77.3482828,2021,8,1,3
27729,Chantilly,31,1985,5,610000,297.71,2049,38.892288,-77.414893,2021,9,1,4
27730,Clifton,28,1973,5,1450000,337.21,4300,38.924572,-77.374694,2021,9,1,4
27731,Mclean,3,1972,5,1415000,752.66,1880,38.8907693,-77.3482828,2021,8,0,3
27732,Vienna,28,1976,5,830000,365.96,2268,38.89823,-77.242414,2021,9,1,3
27733,Springfield,6,1969,5,820000,272.43,3010,39.083117,-78.207454,2021,8,1,3
27734,Burke,57,1977,4,735000,305.23,2408,38.8907693,-77.3482828,2021,9,1,2
27735,Fairfax,5,1978,5,980000,376.92,2600,38.826593,-77.279999,2021,8,1,3
27736,Springfield,5,2002,4,825000,347.22,2376,38.8907693,-77.3482828,2021,8,1,3
27738,Springfield,2,2002,4,850000,357.74,2376,38.8907693,-77.3482828,2022,7,1,3
27740,Falls Church,24,2021,7,1785000,366,4877,38.8907693,-77.3482828,2021,8,1,7
27741,Reston,1,1984,4,770000,318.18,2420,38.8907693,-77.3482828,2021,7,1,2
27742,Vienna,12,1948,5,1570000,330.18,4755,36.5615409,-76.2010467,2021,10,1,3
27743,Alexandria,20,1958,4,510000,426.42,1196,38.7548455,-77.08785738,2021,8,1,1
27744,Oakton,8,1995,4,1245000,338.68,3676,38.89339985,-77.35550197,2021,9,1,4
27745,Springfield,86,1958,3,562000,495.59,1134,37.105063,-76.448656,2021,11,0,3
27746,Vienna,13,1996,5,1720000,380.78,4517,38.94988625,-77.304199,2021,8,1,4
27747,Great Falls,13,1977,5,1807500,482.51,3746,38.8907693,-77.3482828,2021,9,1,4
27748,Alexandria,3,1958,3,570000,568.86,1002,38.8907693,-77.3482828,2021,8,1,2
27749,Annandale,4,2009,5,1224500,222.64,5500,38.838008,-77.371248,2021,8,1,4
27750,Mclean,3,1957,4,960000,740.74,1296,38.8907693,-77.3482828,2021,8,0,3
27751,Fairfax,10,1968,4,675000,458.56,1472,38.8907693,-77.3482828,2021,8,1,2
27752,Annandale,13,1965,4,689500,428.79,1608,38.8907693,-77.3482828,2021,8,1,2
27753,Great Falls,6,1985,6,1855000,448.72,4134,36.58349,-76.98052,2021,8,2,4
27754,Falls Church,58,1956,4,625000,453.56,1378,38.8907693,-77.3482828,2021,10,0,2
27755,Springfield,2,1953,5,560000,379.4,1476,38.8907693,-77.3482828,2021,8,0,2
27756,Mclean,1,1959,4,885000,687.11,1288,38.8907693,-77.3482828,2021,8,0,3
27757,Herndon,64,1983,4,549900,305.5,1800,38.989002,-77.39037,2021,10,1,2
27758,Alexandria,54,1978,5,1025000,308.18,3326,38.8907693,-77.3482828,2021,10,1,4
27759,Alexandria,7,1960,4,780000,467.35,1669,38.7266095,-77.09034946,2021,8,0,3
27760,Lorton,8,2006,4,685000,320.39,2138,38.693091,-77.22032,2021,9,1,3
27761,Alexandria,8,1957,4,725000,425.97,1702,38.8907693,-77.3482828,2021,8,0,3
27762,Falls Church,36,1951,3,675000,485.61,1390,38.939812,-77.334571,2021,9,0,2
27764,Falls Church,59,1951,3,750000,473.78,1583,38.939812,-77.334571,2023,2,0,2
27766,Burke,6,1986,4,775000,322.25,2405,38.8907693,-77.3482828,2021,8,1,2
27767,Annandale,5,1976,5,800000,360.36,2220,38.8907693,-77.3482828,2021,8,1,3
27768,Herndon,2,1986,4,825000,361.84,2280,38.9120205,-77.38698956,2021,8,2,2
27769,Burke,4,1972,4,785000,502.56,1562,38.8907693,-77.3482828,2021,8,0,3
27770,Alexandria,33,2015,6,1200000,317.29,3782,38.922681,-77.316897,2021,9,1,5
27771,Vienna,85,1965,4,825000,572.12,1442,38.8907693,-77.3482828,2021,10,1,2
27772,Great Falls,44,2000,5,1657500,376.19,4406,39.0199043,-77.35983286,2021,11,1,5
27773,Vienna,4,2015,5,2150000,490.42,4384,38.891684,-77.262065,2021,8,3,5
27774,Falls Church,4,1943,5,953500,373.19,2555,38.951833,-76.894425,2021,8,1,3
27775,Annandale,15,1964,5,750000,535.71,1400,38.8907693,-77.3482828,2021,8,0,3
27776,Springfield,25,1967,4,635000,552.17,1150,38.771372,-77.235444,2021,9,1,2
27777,Burke,8,1972,4,607500,345.96,1756,38.8907693,-77.3482828,2021,8,1,2
27778,Alexandria,42,1969,4,860000,524.71,1639,38.812817,-77.16854967,2021,10,0,3
27779,Oakton,4,2011,4,1253000,338.56,3701,38.8872688,-77.32077004,2021,8,1,4
27780,Chantilly,8,1980,4,700000,305.14,2294,38.8907693,-77.3482828,2021,8,1,2
27781,Alexandria,21,1979,4,575000,513.39,1120,38.8907693,-77.3482828,2021,9,0,3
27782,Great Falls,6,2007,6,3200000,347.71,9203,38.8907693,-77.3482828,2021,8,3,6
27783,Centreville,5,2001,5,1007000,300.69,3349,38.853678,-77.408532,2021,8,1,4
27784,Springfield,7,1968,4,660000,408.92,1614,38.8907693,-77.3482828,2021,10,1,2
27785,Burke,62,1983,4,810000,362.9,2232,38.799604,-77.261855,2021,10,1,2
27786,Alexandria,4,1972,4,650000,291.74,2228,38.8907693,-77.3482828,2021,7,1,2
27787,Fairfax,118,1988,4,900000,290.32,3100,38.8382735,-77.39011433,2021,12,1,2
27788,Mclean,6,1959,4,1356000,850.16,1595,38.8907693,-77.3482828,2021,8,0,3
27789,Fairfax,3,1986,4,650000,319.57,2034,38.888076,-77.409377,2021,7,1,3
27790,Mclean,67,2007,5,2150000,409.84,5246,33.786497,-118.194761,2021,12,2,6
27791,Great Falls,5,1977,4,870000,465.74,1868,38.8907693,-77.3482828,2021,8,0,3
27792,Herndon,25,1984,4,730000,362.1,2016,38.8907693,-77.3482828,2021,8,1,3
27793,Springfield,5,1967,4,622600,655.37,950,38.8907693,-77.3482828,2021,8,0,2
27794,Mclean,1,2021,6,2600000,427.49,6082,38.8907693,-77.3482828,2021,8,1,6
27795,Centreville,15,1988,5,847500,286.71,2956,38.8907693,-77.3482828,2021,10,0,4
27796,Mclean,2,2014,5,2851000,586.63,4860,38.8907693,-77.3482828,2021,8,2,5
27797,Fairfax,21,1980,4,815000,324.44,2512,38.8296903,-77.2930247,2021,9,1,3
27798,Herndon,11,1986,3,525000,335.25,1566,38.8907693,-77.3482828,2021,8,1,1
27799,Herndon,1,1987,4,750000,331.86,2260,38.996296,-77.386198,2021,8,1,3
27800,Burke,25,2000,6,1250000,232.17,5384,38.8907693,-77.3482828,2021,8,1,5
27801,Herndon,16,1976,4,577500,562.87,1026,38.926637,-77.390566,2021,9,1,2
27802,Centreville,4,1983,4,740000,394.04,1878,38.8907693,-77.3482828,2021,8,1,3
27803,Falls Church,2,1964,4,1230000,411.78,2987,38.8907693,-77.3482828,2021,8,1,3
27804,Fairfax,7,2000,5,1349000,319.74,4219,38.8907693,-77.3482828,2021,8,0,5
27805,Falls Church,18,1951,4,599000,614.36,975,38.900558,-77.358113,2021,8,0,2
27806,Falls Church,6,1955,4,1053500,529.66,1989,38.8907693,-77.3482828,2021,8,0,3
27807,Alexandria,4,1971,5,685000,554.66,1235,38.8907693,-77.3482828,2021,8,0,3
27808,Reston,44,1966,5,810000,374.65,2162,38.9305808,-77.36385476,2021,9,0,3
27809,Alexandria,6,1964,4,650000,595.24,1092,38.8907693,-77.3482828,2021,8,0,2
27810,Vienna,2,2017,5,1780000,342.9,5191,38.894701,-77.24711,2021,10,0,6
27811,Annandale,7,1969,5,880000,446.47,1971,38.8907693,-77.3482828,2021,8,1,2
27812,Annandale,4,1959,3,486000,363.77,1336,38.8907693,-77.3482828,2021,8,1,2
27813,Oakton,5,1997,5,1700000,438.37,3878,38.88132,-77.323695,2021,8,1,4
27814,Alexandria,21,1994,4,730000,323.29,2258,38.8907693,-77.3482828,2021,9,1,3
27815,Vienna,4,1979,4,1110400,531.04,2091,38.910638,-77.243511,2021,8,0,3
27816,Herndon,7,1985,5,800000,269.09,2973,38.8907693,-77.3482828,2021,8,1,2
27817,Springfield,52,1982,3,480000,585.37,820,38.8907693,-77.3482828,2021,9,0,2
27818,Fairfax,6,1976,4,806100,549.11,1468,38.831555,-77.302004,2021,8,0,3
27819,Springfield,1,1986,5,790000,334.6,2361,38.745854,-77.225773,2021,8,1,3
27820,Oakton,5,1976,5,912500,303.76,3004,38.87468995,-77.32902965,2021,8,1,3
27821,Fairfax Station,1,1999,4,1115000,422.67,2638,38.8907693,-77.3482828,2021,8,1,4
27822,Centreville,6,1990,5,689000,289.86,2377,38.85117,-77.4442,2021,8,1,3
27823,Fairfax,20,1973,4,699900,347.86,2012,38.851464,-77.391396,2021,8,0,3
27824,Great Falls,23,1976,5,932500,568.6,1640,38.8907693,-77.3482828,2021,8,0,3
27825,Springfield,4,1981,4,600000,360.14,1666,38.7320605,-77.20624949,2021,8,1,2
27826,Alexandria,3,1994,4,960000,370.66,2590,38.783623,-77.082307,2021,8,1,3
27827,Vienna,0,1963,3,850000,817.31,1040,38.898374,-77.256591,2021,8,1,1
27828,Springfield,6,1985,4,750000,460.69,1628,38.8907693,-77.3482828,2021,8,1,3
27829,Fairfax,13,1955,3,909000,501.66,1812,38.886687,-77.369843,2021,8,1,2
27830,Burke,6,1979,4,805250,440.03,1830,38.8907693,-77.3482828,2021,8,0,3
27831,Springfield,35,1984,4,725000,314.67,2304,38.8907693,-77.3482828,2021,9,1,3
27832,Annandale,4,1953,5,760000,565.48,1344,38.872586,-77.365035,2021,8,0,3
27833,Mclean,5,1971,5,1100000,588.87,1868,38.925766,-77.192724,2021,8,0,3
27834,Herndon,26,1978,5,525000,480.77,1092,38.8907693,-77.3482828,2021,9,0,2
27835,Alexandria,5,1988,4,725000,291.63,2486,38.76585,-77.103947,2021,8,1,2
27836,Herndon,0,1967,6,1250000,239.79,5213,38.9116774,-77.36528149,2021,7,0,5
27837,Herndon,7,1974,4,565000,276.01,2047,38.943013,-77.352708,2021,8,1,2
27838,Vienna,9,1971,5,1320000,395.56,3337,38.8907693,-77.3482828,2021,9,0,4
27839,Fairfax,8,1981,4,775000,332.62,2330,38.8373885,-77.319515,2021,9,1,3
27840,Alexandria,41,2004,4,585000,283.98,2060,38.8907693,-77.3482828,2021,9,1,3
27841,Alexandria,7,1954,3,550000,407.41,1350,38.8171975,-77.15551055,2021,8,0,2
27842,Springfield,24,1965,5,775000,345.98,2240,38.7709295,-77.22462654,2021,9,1,2
27843,Alexandria,0,1964,5,860000,268.08,3208,38.84152,-77.310084,2021,8,0,3
27844,Alexandria,63,1962,5,569000,592.71,960,38.8907693,-77.3482828,2021,10,0,2
27845,Mclean,10,2007,5,1747000,379.95,4598,38.947516,-77.192936,2021,8,1,4
27846,Reston,26,1977,4,765000,347.25,2203,38.9387457,-77.31388059,2021,9,1,2
27848,Reston,20,1977,4,825000,374.49,2203,38.9387457,-77.31388059,2022,12,2,2
27850,Alexandria,12,1956,4,670000,337.7,1984,38.8493256,-77.3367575,2021,8,1,3
27852,Alexandria,22,1956,5,1450000,348.98,4155,38.8493256,-77.3367575,2023,2,0,5
27854,Alexandria,2,1962,5,750000,598.09,1254,38.8907693,-77.3482828,2021,8,0,3
27855,Herndon,9,1986,4,710000,378.87,1874,38.9335985,-77.3914305,2021,8,1,3
27856,Annandale,65,1984,6,700000,303.03,2310,38.8907693,-77.3482828,2021,10,1,2
27857,Alexandria,6,1955,4,521000,527.33,988,38.782803,-77.099652,2021,8,0,2
27858,Fairfax,3,2002,5,1225000,359.03,3412,38.879093,-77.37049695,2021,8,1,4
27859,Alexandria,4,1956,3,615450,331.6,1856,38.7756415,-77.099592,2021,8,0,2
27860,Springfield,15,1956,5,680000,253.26,2685,38.8907693,-77.3482828,2021,8,0,3
27861,Alexandria,67,1988,4,735000,241.46,3044,38.8907693,-77.3482828,2021,11,1,2
27862,Alexandria,7,1959,4,760000,300.63,2528,38.8907693,-77.3482828,2021,10,1,2
27863,Springfield,2,1982,5,800000,324.68,2464,38.7568645,-77.23671676,2021,7,1,3
27864,Fairfax,4,1968,5,820000,425.31,1928,38.8907693,-77.3482828,2021,8,0,3
27865,Chantilly,9,2013,5,999900,327.19,3056,38.879708,-77.411629,2021,8,1,4
27866,Oakton,5,1985,4,929900,442.81,2100,32.7440238,-90.0331404,2021,9,0,3
27867,Alexandria,15,1975,4,578000,353.08,1637,38.767709,-77.10701,2021,8,0,3
27868,Great Falls,25,1985,4,901600,429.13,2101,38.8907693,-77.3482828,2021,10,1,3
27869,Springfield,11,1977,4,685000,304.04,2253,38.759175,-77.26339,2021,8,1,2
27870,Alexandria,12,2003,5,960000,227.49,4220,38.8907693,-77.3482828,2021,8,1,4
27871,Fairfax,0,1958,5,875000,469.92,1862,38.834252,-77.351133,2021,8,0,4
27872,Springfield,6,1967,4,670000,514.2,1303,38.8907693,-77.3482828,2021,8,0,3
27873,Great Falls,1,1976,4,1160000,440.9,2631,38.8907693,-77.3482828,2021,8,1,3
27874,Centreville,6,2000,5,1325000,267.68,4950,38.8907693,-77.3482828,2021,8,1,4
27875,Herndon,4,1989,4,739960,368.87,2006,38.8907693,-77.3482828,2021,8,1,3
27876,Alexandria,3,1953,4,1140000,438.46,2600,38.8907693,-77.3482828,2021,8,1,3
27877,Herndon,0,1973,5,500000,258.13,1937,38.976076,-95.24965,2021,7,0,2
27878,Vienna,11,1969,5,1037000,430.83,2407,38.902063,-77.288571,2021,8,1,2
27879,Great Falls,7,1968,5,1330000,477.9,2783,32.205959,-110.796491,2021,9,1,2
27880,Springfield,6,1957,4,610000,533.22,1144,38.8907693,-77.3482828,2021,8,0,2
27881,Alexandria,21,1953,3,525000,411.76,1275,38.8907693,-77.3482828,2021,8,1,1
27882,Oakton,12,1990,5,1320000,313.54,4210,38.88673195,-77.29777248,2021,8,1,4
27883,Fort Belvoir,11,2004,4,735000,227.84,3226,38.8907693,-77.3482828,2021,9,1,4
27884,Falls Church,4,2012,6,981000,264.56,3708,38.8907693,-77.3482828,2021,8,0,6
27885,Springfield,4,1967,4,685000,467.9,1464,38.7711665,-77.2493695,2021,8,1,2
27886,Falls Church,16,1971,4,1040000,416,2500,38.8907693,-77.3482828,2021,9,1,2
27887,Reston,5,1992,4,1220000,292.5,4171,38.8907693,-77.3482828,2021,8,1,3
27888,Fairfax,59,1982,3,615000,376.84,1632,38.8377865,-77.321076,2021,11,1,2
27889,Alexandria,3,1994,4,879500,315.91,2784,38.722393,-77.087848,2021,8,1,3
27890,Chantilly,33,1988,5,765000,325.81,2348,38.8907693,-77.3482828,2021,9,1,3
27891,Fairfax,11,1997,4,1002000,303.82,3298,38.8907693,-77.3482828,2021,8,1,3
27892,Mclean,115,1996,6,1735000,289.17,6000,33.39873,-84.5641,2021,12,1,6
27893,Oakton,31,2001,6,1835000,391.26,4690,38.9028419,-77.34189544,2021,11,1,4
27894,Alexandria,66,1957,4,679000,355.5,1910,38.8907693,-77.3482828,2021,10,1,2
27895,Chantilly,2,1986,3,650000,333.68,1948,38.8907693,-77.3482828,2021,8,1,3
27896,Centreville,7,1994,5,720000,322,2236,38.8907693,-77.3482828,2021,8,1,3
27897,Alexandria,10,1947,3,590000,332.21,1776,38.8907693,-77.3482828,2021,9,1,3
27898,Annandale,25,1958,6,789000,402.55,1960,28.682494,-80.89971,2021,9,0,3
27899,Alexandria,13,1951,4,701500,337.42,2079,38.7380405,-77.06099991,2021,8,0,3
27900,Oakton,5,1978,5,1027500,303.19,3389,38.91678205,-77.32155496,2021,8,2,3
27901,Alexandria,64,1979,5,630000,546.88,1152,38.80253,-77.10367,2021,10,0,3
27902,Fairfax,7,1984,3,675000,375.42,1798,38.882866,-77.37781931,2021,9,1,3
